text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
Who Are the Millions of ‘Bad Hombres’ Slated for US Deportation? via @USER,1,Neutral,Negative,0.99289846,0.006214031,0.0008874949,0.99289846,False
"Cubs- ""We want to win the World Series in 2016.""Devil- ""OK, but it's gonna cost you.""Cubs- ""pfft, how bad could it be?""",2,Positive,Negative,0.6018918,0.34297544,0.055132784,0.6018918,False
🏀@USER is back! #fcblive,1,Neutral,Positive,0.0012609636,0.0035441057,0.995195,0.995195,False
@USER @USER When I say safe about Aleppo I mean still alive and free.,1,Neutral,Positive,0.0042937957,0.04179366,0.95391256,0.95391256,False
@USER I'd love if some of these white supremacists did their DNA - I'm sure they'd be in for some surprises.,1,Neutral,Negative,0.9717643,0.021747475,0.0064881854,0.9717643,False
"@USER Then people ask ""how come with a dem congress and president Obamacare had no public option?""",1,Neutral,Negative,0.8309166,0.16441365,0.0046697645,0.8309166,False
Reading about euthanasia stories for people with cerebral palsy reminds me how fortunate I was that my parents gave a damn.,0,Negative,Positive,0.26469365,0.33485112,0.40045524,0.40045524,False
(Montreal Gazette):#Leonard Cohen's most recent #CD flying off store shelves in Montreal..,2,Positive,Neutral,0.00089061016,0.96629524,0.032814104,0.96629524,False
"@USER BILLIONAIRE ( A WOMEN ) WHO MADE FORTUNE IN PRIVATE BUSINESS WHICH IS NORMALWAY, NOT IN GOVERMENT POSTs AS PER REPUBICANS & DEMS",1,Neutral,Negative,0.9473028,0.050138213,0.0025588823,0.9473028,False
"#GilmoreGirlsTop4 Christiane Amanpour, Sophie Bloom/Carole King, Madeleine Albright, Barbara Boxer",2,Positive,Neutral,0.0011778504,0.9729689,0.025853204,0.9729689,False
"@USER @USER Happy Thanksgiving,hope you had a lot to be thankful 4. Please, Re-Do OBAMA CARE its that time again & its BAD!",1,Neutral,Negative,0.6896908,0.12328901,0.18702021,0.6896908,False
My wife's top 4.4. Kirk 3. Sookie 2. Luke 1. Jess #GilmoreGirlsTop4,1,Neutral,Positive,0.0008313109,0.040099192,0.9590695,0.9590695,False
"Turkey you meddling fuck. I'm just kidding, you are a strong independent state actor who does what she pleases.…",1,Neutral,Negative,0.9871428,0.010949352,0.0019079124,0.9871428,False
1 of America's greatest Presidents #RonaldReagan quote on abortion “I've noticed that everyone who is for abortion…,1,Neutral,Positive,0.02108628,0.38627666,0.5926371,0.5926371,False
@USER Great! Now support an end to fracking.,1,Neutral,Positive,0.023259735,0.13944347,0.8372968,0.8372968,False
Immigration is a really crucial issue for these tech giants.,0,Negative,Neutral,0.13614526,0.81710744,0.046747252,0.81710744,False
Residents sell furniture as firewood in besieged Deir az-Zour #ISIS,1,Neutral,Negative,0.702227,0.2941725,0.0036004437,0.702227,False
#DSU: here is a great read to understand Thxgiving and present-day Native American relations,1,Neutral,Positive,0.0006404536,0.02359096,0.97576857,0.97576857,False
"'We’ve Seen What Obama Admin Is Doing, Just Hauling in 3rd World: Ann Coulter on Cabinet, Immigration, The Wall...",1,Neutral,Negative,0.96384877,0.034896504,0.0012547212,0.96384877,False
"""TPP Grants Banks Terrifying Secret Powers"" on YouTube",2,Positive,Negative,0.81778246,0.17622285,0.005994681,0.81778246,False
@USER @USER - David blaine and nathan fielder would be whining abt ralph nader lol,0,Negative,Neutral,0.2746177,0.6628847,0.062497575,0.6628847,False
>Persona 5 OST will have 110 tracks from the gameOh sweet mother of god have mercy on my wallet,1,Neutral,Positive,0.06925518,0.2896955,0.64104927,0.64104927,False
Hey #deplorables your boy is screwing you already.,1,Neutral,Negative,0.99501663,0.0039337007,0.0010496334,0.99501663,False
@USER @USER @USER @USER We must unite ALL against #oppression #IndigenousRights #BlackLivesMatter #J20 #disruptJ20,2,Positive,Negative,0.70883864,0.28189254,0.009268812,0.70883864,False
@USER I think some form of euthanasia might be best,2,Positive,Neutral,0.16647361,0.8115523,0.021974042,0.8115523,False
Real Madrid could face investigation over Gareth Bale signing amid suspicions club used bailed-out… #RealMadrid,1,Neutral,Negative,0.67938447,0.31750596,0.0031096062,0.67938447,False
Do Mike Pence and I agree on something? Giuliani is fucking crazy.,1,Neutral,Negative,0.99202806,0.006992274,0.0009797044,0.99202806,False
I think the only thing about Persona 5 I'm dreading is the obligatory beach/hot-springs event. Ever since 3 we keep getting it.,1,Neutral,Negative,0.9922397,0.0066056955,0.001154605,0.9922397,False
Another oil producer is under pressure to devalue its currency #Libya,1,Neutral,Negative,0.50643975,0.489982,0.0035782726,0.50643975,False
@USER @USER @USER ...and the Clinton Foundation did well during the Obama years as a pay for play business,0,Negative,Positive,0.0013076644,0.034193534,0.9644988,0.9644988,False
At least there would be a reason...😒#TrumpTeam #TrumpTransitionTeam #Trump #TransitionTeam,1,Neutral,Negative,0.76851267,0.1988935,0.032593865,0.76851267,False
"@USER Normally, it works just fine, with integrity. The past winners confirm that. In this instance, two ballots minus Verlander? Bad",0,Negative,Neutral,0.19749612,0.5037458,0.29875803,0.5037458,False
"@USER @USER I pretty much got it now while I have the money so I won't have to worry when Persona 5 comes out lol, I'm pathetic",1,Neutral,Positive,0.17459738,0.2741208,0.5512818,0.5512818,False
"#3Novices : Demonetisation: ED arrests 2 Axis Bank officers in a money laundering case A gold bar, part of alleged…",1,Neutral,Negative,0.9359546,0.062265597,0.0017798878,0.9359546,False
There's no better way to get around in London than an #uber with Abdulla in his all black #prius banging the tunes…,1,Neutral,Positive,0.0029649672,0.024475837,0.9725592,0.9725592,False
@USER What's the best source of data for number of voters elected by current suppression efforts (voter ID etc.)?,1,Neutral,Negative,0.8753966,0.12284944,0.0017539131,0.8753966,False
"LeBron pays off World Series bet, dons Cubs uni",1,Neutral,Positive,0.00448223,0.2921277,0.70339006,0.70339006,False
Natural #Gas #Prices At #Highest Level In Two Years. #fracking[URL],1,Neutral,Positive,0.0049927626,0.10049843,0.89450884,0.89450884,False
@USER @USER says best in nation. He's turning in his Grayson Allen fan club card. #GoHeels #MauiInvitational #BilasIsADookie,1,Neutral,Positive,0.0012477073,0.029750071,0.96900225,0.96900225,False
Ricketts Scores Cash For Cubs..,2,Positive,Neutral,0.0021219521,0.9844989,0.01337924,0.9844989,False
"Boss: We've got your last check.Me: ...Boss: Well you keep screaming ""ow-AH-AH-AH-AH"" in the Disturbed voice everytime you give vaccines",1,Neutral,Negative,0.9907526,0.008200818,0.0010464916,0.9907526,False
Ssssssnakesssss! #draintheswamp,1,Neutral,Positive,0.026501367,0.47550383,0.49799487,0.49799487,False
@USER CHIP defines a child at conception. Some Democrats want to end CHIP by folding it into Medicaid. Should…,0,Negative,Neutral,0.10368497,0.87856114,0.017753905,0.87856114,False
@USER but why do they claim #jerusalem when they do not have any religious association???,1,Neutral,Negative,0.9566028,0.04249178,0.0009053906,0.9566028,False
9 things Democrats still have to be thankful for #Trump2016 #TrumpTrain #GOP #ccot #tcot #ThanksTrump #UniteBlue,1,Neutral,Positive,0.0034920648,0.08134815,0.91515976,0.91515976,False
@USER #TrumpTransitionTeam Runnin the COUNTRY ❗️❗️❗️🇺🇸🇺🇸🇺🇸,1,Neutral,Positive,0.001296751,0.03588254,0.9628207,0.9628207,False
"@USER With you as Commander-in-Chief believe you'll get DOD/Contractor Partners ""smart"" in this key area…",1,Neutral,Positive,0.0016379253,0.036516607,0.96184546,0.96184546,False
All beauty-lovers need to read thekatvond's powerful words about animal testing:,1,Neutral,Positive,0.006813926,0.2575514,0.7356346,0.7356346,False
Hey Kim Fatty The third u there :D ? Fatty fatty,0,Negative,Neutral,0.0018112797,0.9023424,0.09584624,0.9023424,False
2016 World Series Champions - Chicago Cubs~ Major League Baseball[URL] & Outdoors,1,Neutral,Positive,0.0011984771,0.39413106,0.6046704,0.6046704,False
#Update #YemenAt least #Houthi's fired 11 missiles into the southern border village of #Al_Tuwal in #SaudiArabia,1,Neutral,Negative,0.9452567,0.053596616,0.0011466608,0.9452567,False
#Aztecas #Maya #Indigenous Peruanos. Love it. #DAPL Shows What Happens When Indigenous Communities Unite-,1,Neutral,Positive,0.0018981982,0.002417113,0.99568474,0.99568474,False
White-collar supremacy? White supremacists have always been suit & tie wearing pseudo-intellectuals. NY Times just wants hits lol,1,Neutral,Negative,0.99075234,0.007884282,0.0013634496,0.99075234,False
4-6-2009Are all those runs charged to Verlander? How long till fans start panicking over Verlander?Some things never change.,1,Neutral,Negative,0.96813065,0.030178117,0.0016911788,0.96813065,False
😇❤...just because it's Friday night and I'm home doing nothing,1,Neutral,Positive,0.0014011454,0.010040161,0.98855877,0.98855877,False
"@USER I've got 3 actual people too so don't you 'chicken' me.They've found a good home, I saved them all from euthanasia.",1,Neutral,Positive,0.065958105,0.20862895,0.7254129,0.7254129,False
"@USER @USER and he is paid reasonably well above the minimum wage. He doesn't have to pay for rent, water, or elec.",1,Neutral,Positive,0.019908288,0.24014312,0.73994863,0.73994863,False
Reading Marine Le Pen tweet you would think that Forza Italia was the big winner #italyreferendumIf elections Forza would be annihilated,1,Neutral,Negative,0.68490726,0.30328506,0.011807644,0.68490726,False
@USER i think the #TrumpTransitionteam said that she dos not support common core! and btw i think your hopes are way too hi.,1,Neutral,Negative,0.97750825,0.020949412,0.0015424151,0.97750825,False
Australian Government Commits to Nationwide Medical Marijuana Program,1,Neutral,Positive,0.0019746548,0.4331291,0.5648963,0.5648963,False
"Other than Lorelai and Rory, #GilmoreGirlsTop4 characters are: 4.Sookie 3.Kirk 2.Jess",2,Positive,Neutral,0.0013364838,0.9766401,0.022023464,0.9766401,False
"#ISIS claimed responsibility for a suicide op, launched by #Morocco national, in Al-Intisar, E.#Mosul, allegedly killing 18. #MosulOffensive",1,Neutral,Negative,0.99085265,0.008319581,0.000827773,0.99085265,False
#Assad #Russia Airforce Attack #Turk soldiers in Support of #Hezbollah #IRGC led Global #Shia Army Funded By #Iran oil #Khamenei Spirit Ldr,1,Neutral,Negative,0.9658618,0.033203725,0.0009344336,0.9658618,False
Standing Rock #nodapl Stop Dakota Access PipelineIt is all about the power of Intention! stand together and we...,1,Neutral,Positive,0.0023946015,0.1547337,0.84287167,0.84287167,False
"If Intel Community was aware of RUSSIA efforts to MANIPULATE election, Why COMEY didn't disclosed, but was eager to talk about Emails B.S.?",1,Neutral,Negative,0.6068567,0.38761404,0.005529325,0.6068567,False
Top story: How Racing Champions Use 3D Printing for Victory| Interesting Engine… see more,2,Positive,Neutral,0.0040919636,0.59457403,0.40133396,0.59457403,False
Yep. Dems neither can nor should ditch “identity politics” @USER #uniteblue #NotMyPresident #Trump #tcot #MAGA,1,Neutral,Negative,0.97082233,0.027077835,0.0020998407,0.97082233,False
@USER @USER @USER Only thing I disagree with is 3D printing. Nowhere close to efficiencies of large scale manufacturing.,1,Neutral,Negative,0.99146736,0.0075121117,0.0010205656,0.99146736,False
#FFRNN #CLASSROOM GUEST LECTURER Neil Cavuto; Apple vs. Government (A Company that Cares vs #Obamacare) #uniteblue,0,Negative,Neutral,0.0025679944,0.83180815,0.16562381,0.83180815,False
@USER @USER all the 'w' from keyboards. #Obama is reducing border security with huge masses crossing over. #ThankYouObama,1,Neutral,Negative,0.98248464,0.01505858,0.00245668,0.98248464,False
"#Syria Update: Lavrov - Rebels Remaining in Eastern #Aleppo City Are ""Terrorists""",1,Neutral,Negative,0.8794035,0.118428655,0.0021678468,0.8794035,False
"Ahead of today's Seoul protest, N Korean defectors worry S Korean political crisis may be a boost for Kim Jong-un",1,Neutral,Negative,0.9248155,0.072956435,0.0022280305,0.9248155,False
"Commie #Castro's Vast Estate Estimated @ Over $900 ~ Yachts, 20 Mansions, Swiss Accounts, Yet His Citizens Starved.",0,Negative,Neutral,0.021860084,0.86583483,0.112304986,0.86583483,False
the only one good thing about this whole dirty grandpa movie was zac efron's dick,0,Negative,Neutral,0.24969496,0.40775365,0.34255138,0.40775365,False
Love is love. No room for hate! @USER from @USER - @USER @USER para Cuando Un...,1,Neutral,Positive,0.0024198405,0.0058792843,0.9917008,0.9917008,False
@USER I don't think we'll see anything like that from the Cubs for a while. Cubs used unprecedented prospect depth for that one.,2,Positive,Negative,0.56333107,0.41262224,0.024046645,0.56333107,False
"@USER It seems like it, I know. #usa #racism #BlackLivesMatter #racematters #Equality #foundingfathers…",1,Neutral,Negative,0.8353231,0.16150405,0.003172888,0.8353231,False
Gun Show Thursday's #FantasticBeasts #GloryDays #healthcare #NationalFastFoodDay #FantasticBeastsAndWhereToFindThem,1,Neutral,Positive,0.0012116503,0.011183337,0.987605,0.987605,False
@USER ummm @USER should be in the middle and @USER on DJT right side. At least Paul u got #MakeAmericaGreatAgain,1,Neutral,Positive,0.0027854943,0.09748655,0.89972794,0.89972794,False
AFRICOM: Strikes destroy 29 #ISIS sites in #Sirte. #Libya[URL],1,Neutral,Negative,0.86748797,0.12527704,0.0072349934,0.86748797,False
"@USER @USER @USER @USER @USER I live in MD. 3rd strictest gun ""control"" in the country.",0,Negative,Neutral,0.013436379,0.9309004,0.055663254,0.9309004,False
@USER prediction: Walker will get the cy young next year and a golden glove for Marte. The trade curse must continue!,2,Positive,Neutral,0.10628168,0.8503757,0.04334263,0.8503757,False
Debate on the repeal of Obamacare will make it obvious to American people that this system was created in their fav…,1,Neutral,Negative,0.9369229,0.059835672,0.003241512,0.9369229,False
"@USER No gold standard can support the needs of a modern monetary economy. This ""intrinsic value"" you speak of is arbitrary.",1,Neutral,Negative,0.9758975,0.022807987,0.0012945042,0.9758975,False
L L L #Entertainment #Buzz ZAC EFRON HANDSOME BARECHESTED BEEFCAKE HUNK CANDID PHOTOGRAPH #eBay……,2,Positive,Neutral,0.00093192037,0.96397394,0.0350941,0.96397394,False
And Newton is about 5 years overdue for that. Eclipses Cristiano Ronaldo as the biggest prima donna in sports.,1,Neutral,Positive,0.007832512,0.22964028,0.76252717,0.76252717,False
Ashley Graham Confesses That Losing Weight Would #loseweightnow#loseweightfast#lose inches,1,Neutral,Positive,0.013177352,0.39260173,0.59422094,0.59422094,False
